N,Run,Theta_NO,Theta_BH,T_NO,T_BH,Total_NO,Total_BH
40,26,0.00010179999662796035,0.025839899994025473,1.1071999999985565,0.16612390000227606,1.1073017999951844,0.19196379999630153
40,27,9.349999891128391e-05,0.0359083000003011,1.1334715999983018,0.13385440000274684,1.133565099997213,0.16976270000304794
40,28,6.289999873843044e-05,0.019282699999166653,1.0263463000010233,0.21777220000512898,1.0264091999997618,0.23705490000429563
40,29,8.090000483207405e-05,0.03632330000255024,1.2452775000056135,0.239139500001329,1.2453584000104456,0.27546280000387924
40,30,4.5599997974932194e-05,0.021671400005288888,1.0044232000000193,0.16680040000210283,1.0044687999979942,0.18847180000739172
40,31,9.700000373413786e-05,0.021017200000642333,1.045540200000687,0.19027830000413815,1.0456372000044212,0.21129550000478048
40,32,7.14999987394549e-05,0.03229999999894062,1.0963086999981897,0.1968836999949417,1.0963801999969292,0.22918369999388233
40,33,8.230000094044954e-05,0.027968700000201352,0.9691243999986909,0.1760878000059165,0.9692066999996314,0.20405650000611786
40,34,0.0001049999991664663,0.021490999999514315,1.1173708999995142,0.18435419999877922,1.1174758999986807,0.20584519999829354
40,35,7.800000457791612e-05,0.018937400003778748,1.049883800005773,0.19886690000566887,1.049961800010351,0.21780430000944762
40,36,6.880000000819564e-05,0.019108199994661845,1.0681466000023647,0.06867659999988973,1.068215400002373,0.08778479999455158
40,37,5.3800002206116915e-05,0.018270000000484288,1.112425200000871,0.2573826000007102,1.112479000003077,0.2756526000011945
40,38,9.040000441018492e-05,0.027741300000343472,1.2661510999969323,0.17806520000158343,1.2662415000013425,0.2058065000019269
40,39,4.799999442184344e-05,0.03194760000042152,0.8678292999975383,0.17330870000296272,0.8678772999919602,0.20525630000338424
40,40,4.7400004405062646e-05,0.02706360000593122,0.8568070000037551,0.23251519999757875,0.8568544000081602,0.25957880000350997
40,41,0.000428999999712687,0.02064740000059828,1.0598382000025595,0.13614569999481319,1.0602672000022721,0.15679309999541147
40,42,8.330000127898529e-05,0.02063379999890458,1.4456657000046107,0.21109879999858094,1.4457490000058897,0.23173259999748552
40,43,5.459999374579638e-05,0.029547900005127303,0.9731157999995048,0.2981156000023475,0.9731703999932506,0.3276635000074748
40,44,4.8999994760379195e-05,0.030847199996060226,1.2028212000004714,0.1515949999957229,1.2028701999952318,0.18244219999178313
40,45,9.249999857274815e-05,0.026598700002068654,1.0990239000020665,0.21736370000144234,1.0991164000006393,0.243962400003511
40,46,8.499999967170879e-05,0.02367969999613706,1.1530463000017335,0.22601609999401262,1.1531313000014052,0.24969579999014968
40,47,4.27999984822236e-05,0.038911499999812804,1.0250656999996863,0.16340479999780655,1.0251084999981686,0.20231629999761935
40,48,0.0001221999991685152,0.02908719999686582,1.0364514000029885,0.1966162999960943,1.036573600002157,0.22570349999296013
40,49,0.00011980000272160396,0.031015799999295268,1.1180100000055972,0.24247920000198064,1.1181298000083189,0.2734950000012759
100,0,0.00020080000103916973,0.5343977000011364,41.434195900001214,6.407966200000374,41.43439670000225,6.94236390000151
100,1,0.00017910000315168872,0.47316110000247136,37.52824959999998,4.2987569000033545,37.52842870000313,4.771918000005826
100,2,0.0001660999987507239,0.6617158000008203,38.63100409999606,7.116287400000147,38.63117019999481,7.778003200000967
100,3,0.00014940000255592167,1.2644249000004493,90.29836369999975,17.121465299998817,90.29851310000231,18.385890199999267
100,4,0.0005108999976073392,1.3576612999968347,99.70750879999832,17.19063759999699,99.70801969999593,18.548298899993824
100,5,0.0005048000020906329,0.8399726000061492,94.67144520000147,4.614620599997579,94.67195000000356,5.454593200003728
100,6,0.0001444000008632429,0.3665010000040638,27.871779400004016,3.2142392999958247,27.87192380000488,3.5807402999998885
100,7,0.00012059999426128343,0.3790884999980335,30.311610400000063,3.278504299996712,30.311730999994325,3.6575927999947453
100,8,0.00012930000229971483,0.33836580000206595,31.04183180000109,3.743106899994018,31.04196110000339,4.081472699996084
100,9,0.00017210000078193843,0.3698992999998154,28.327099900001485,3.3533844999983557,28.327272000002267,3.723283799998171
100,10,0.00016820000018924475,0.3604660999990301,29.002955900003144,4.867167399999744,29.003124100003333,5.227633499998774
100,11,0.00014460000238614157,0.3465509999950882,29.787785199994687,6.742049200001929,29.787929799997073,7.088600199997018
100,12,0.00015490000077988952,0.3381087000016123,27.46497489999456,5.591129899999942,27.46512979999534,5.929238600001554
100,13,0.00016849999519763514,0.36200729999836767,30.60292710000067,2.960251900003641,30.603095599995868,3.3222592000020086
100,14,0.0001847000021371059,0.3724032999962219,46.47399370000494,3.885627099996782,46.47417840000708,4.258030399993004
100,15,0.00013179999950807542,0.38041379999776836,28.287765199995192,3.601813500004937,28.2878969999947,3.9822273000027053
100,16,0.00031630000012228265,0.36136699999769917,31.02162820000376,4.130903400000534,31.021944500003883,4.492270399998233
100,17,0.0001306000049225986,0.33149479999701725,29.833293200004846,4.524628399994981,29.83342380000977,4.856123199991998
100,18,0.00015500000154133886,0.3678778000030434,28.7147455000013,4.026034899994556,28.71490050000284,4.3939126999976
100,19,0.00016289999621221796,0.3387471000023652,29.76280389999738,5.095604799993453,29.762966799993592,5.434351899995818
100,20,0.00013699999544769526,0.35333129999344237,29.382851299997128,4.747262700002466,29.382988299992576,5.100593999995908
100,21,0.00013729999773204327,0.36416640000243206,28.916086999997788,4.973113100000774,28.91622429999552,5.337279500003206
100,22,0.00017379999917466193,0.3627984999984619,26.932570499993744,3.9390350000030594,26.93274429999292,4.301833500001521
100,23,0.00014649999502580613,0.34027899999637157,28.61501209999551,3.894689999993716,28.615158599990536,4.2349689999900875
100,24,0.0002553999947849661,0.33600360000127694,27.05249729999923,4.152372899996408,27.052752699994016,4.488376499997685
100,25,0.00013780000153928995,0.3594338999973843,29.09254240000155,4.682468399994832,29.092680200003088,5.041902299992216
100,26,0.0002147999985027127,0.3639971999946283,29.95391920000111,4.647772100004659,29.954133999999613,5.011769299999287
100,27,0.0001343000039923936,0.3889130000025034,28.181553800000984,3.2990070000014384,28.181688100004976,3.687920000003942
100,28,0.00017459999799029902,0.3617173000020557,28.297898000004352,3.8225420999951893,28.298072600002342,4.184259399997245
100,29,0.00016730000061215833,0.37448569999833126,28.60451430000103,4.255895400005102,28.60468160000164,4.630381100003433
100,30,0.00016509999841218814,0.37600730000121985,27.852634899994882,4.3494069000007585,27.852799999993294,4.725414200001978
100,31,0.00012319999950705096,1.0302595000030124,38.179795099997136,11.299848199996632,38.17991829999664,12.330107699999644
100,32,0.0002486000012140721,0.36516069999925094,29.209851799998432,4.628976799998782,29.210100399999646,4.994137499998033
100,33,0.000149200001033023,0.37296580000111135,27.31012760000158,5.1192047000004095,27.31027680000261,5.492170500001521
100,34,0.00016170000162674114,0.3727043999970192,28.36949540000205,3.393332099993131,28.36965710000368,3.7660364999901503
100,35,0.00018850000196835026,0.3602125999968848,31.82153819999803,5.547019999998156,31.8217267,5.907232599995041
100,36,0.00015559999883407727,0.3435031999979401,27.23578229999839,4.949619999999413,27.235937899997225,5.293123199997353
100,37,0.0001627000019652769,0.3520613000000594,28.63402760000463,4.369714000000386,28.634190300006594,4.721775300000445
100,38,0.00014000000373926014,0.3511500000022352,29.793831399998453,3.1730374000035226,29.793971400002192,3.524187400005758
100,39,0.00015249999705702066,0.3527390000017476,28.81544980000035,4.764562000003934,28.81560229999741,5.117301000005682
100,40,0.00017239999579032883,0.3685777999999118,29.15099999999802,4.257683499999985,29.15117239999381,4.626261299999896
100,41,0.0002854999984265305,0.35429609999846434,27.89687910000066,4.720506599995133,27.897164599999087,5.074802699993597
100,42,0.00016959999629762024,0.35310589999426156,29.93953199999669,3.607953099999577,29.939701599992986,3.9610589999938384
100,43,0.00016170000162674114,0.3517199999987497,32.24743740000122,3.4795610000001034,32.247599100002844,3.831280999998853
100,44,0.00016290000348817557,0.34444600000279024,27.103654400001687,5.404525799996918,27.103817300005176,5.748971799999708
100,45,0.00012569999671541154,0.35764129999733996,27.742861699996865,3.787004199999501,27.74298739999358,4.144645499996841
100,46,0.00023409999994328246,0.3363649000020814,29.467065700002422,4.591271000004781,29.467299800002365,4.927635900006862
100,47,0.00016289999621221796,0.3588199000005261,26.782995699999447,4.262053699996613,26.78315859999566,4.6208735999971395
100,48,0.00027380000392440706,0.3620620000001509,30.183890500004054,5.85499290000007,30.18416430000798,6.217054900000221
100,49,0.00032130000181496143,0.3455262000061339,45.167149200002314,4.796299599998747,45.16747050000413,5.141825800004881
